"요일별","시간대별","월별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"금","14시-16시","5월","부상자수[명]","명","382","425","504","544","479","438","406","598","593","423","435",
"금","14시-16시","6월","사고건수[건]","건","326","275","252","233","264","338","385","298","318","318","260",
"금","14시-16시","6월","사망자수[명]","명","10","4","1","6","2","6","4","7","1","4","1",
"금","14시-16시","6월","부상자수[명]","명","488","439","356","314","369","460","551","465","464","482","348",
"금","14시-16시","7월","사고건수[건]","건","248","260","303","353","389","260","274","285","357","354","339",
"금","14시-16시","7월","사망자수[명]","명","1","2","6","5","5","1","2","2","5","6","2",
"금","14시-16시","7월","부상자수[명]","명","374","415","474","529","594","391","396","418","533","526","497",
"금","14시-16시","8월","사고건수[건]","건","281","327","339","297","285","323","352","389","301","304","272",
"금","14시-16시","8월","사망자수[명]","명","10","3","3","5","1","6","3","3","2","2","8",
"금","14시-16시","8월","부상자수[명]","명","432","493","565","472","428","445","540","574","461","467","413",
"금","14시-16시","9월","사고건수[건]","건","245","260","265","310","298","388","273","281","295","303","377",
"금","14시-16시","9월","사망자수[명]","명","4","4","5","2","5","3","5","2","7","3","7",
"금","14시-16시","9월","부상자수[명]","명","364","372","371","422","432","592","379","477","393","413","564",
"금","14시-16시","10월","사고건수[건]","건","227","303","333","411","294","289","336","340","354","399","281",
"금","14시-16시","10월","사망자수[명]","명","8","5","6","12","3","5","6","6","6","7","5",
"금","14시-16시","10월","부상자수[명]","명","344","466","503","592","423","426","477","484","528","565","379",
"금","14시-16시","11월","사고건수[건]","건","300","360","280","277","281","296","350","460","277","278","312",
"금","14시-16시","11월","사망자수[명]","명","7","5","5","1","5","1","5","5","4","6","8",
"금","14시-16시","11월","부상자수[명]","명","411","498","373","417","398","389","502","653","387","393","443",
"금","14시-16시","12월","사고건수[건]","건","185","239","243","250","337","345","285","311","275","333","319",
"금","14시-16시","12월","사망자수[명]","명","2","1","2","4","3","3","2","2","4","3","0",
"금","14시-16시","12월","부상자수[명]","명","299","325","343","383","496","465","381","425","416","505","462",
"금","16시-18시","전체","사고건수[건]","건","3748","3635","4057","4233","4179","4161","4423","4770","4315","4609","4491",
"금","16시-18시","전체","사망자수[명]","명","59","73","60","65","64","55","47","40","35","36","33",
"금","16시-18시","전체","부상자수[명]","명","5494","5166","5840","6140","5915","5962","6444","7051","6353","6468","6356",
"금","16시-18시","1월","사고건수[건]","건","226","234","254","312","284","235","254","270","311","304","306",
"금","16시-18시","1월","사망자수[명]","명","2","3","6","7","3","4","4","2","5","2","1",
"금","16시-18시","1월","부상자수[명]","명","325","331","381","450","433","352","340","399","445","426","455",
"금","16시-18시","2월","사고건수[건]","건","238","222","205","252","244","246","243","251","268","277","245",
"금","16시-18시","2월","사망자수[명]","명","2","4","0","3","2","2","3","0","0","1","3",
"금","16시-18시","2월","부상자수[명]","명","369","343","296","388","350","334","390","365","387","400","333",
"금","16시-18시","3월","사고건수[건]","건","293","319","280","324","302","333","403","448","310","325","241",
"금","16시-18시","3월","사망자수[명]","명","2","7","1","3","2","0","3","5","2","3","1",
"금","16시-18시","3월","부상자수[명]","명","435","458","381","446","411","460","589","676","462","440","332",
"금","16시-18시","4월","사고건수[건]","건","287","304","294","341","471","285","349","381","288","447","426",
"금","16시-18시","4월","사망자수[명]","명","6","3","4","2","5","5","1","3","2","4","2",
"금","16시-18시","4월","부상자수[명]","명","421","393","406","504","682","459","480","572","451","619","639",
"금","16시-18시","5월","사고건수[건]","건","307","381","484","395","333","317","334","528","434","366","413",
"금","16시-18시","5월","사망자수[명]","명","2","6","8","6","2","3","6","5","1","5","1",
"금","16시-18시","5월","부상자수[명]","명","432","541","658","535","489","489","466","789","618","506","583",
"금","16시-18시","6월","사고건수[건]","건","394","312","323","324","331","466","495","370","390","371","374",
"금","16시-18시","6월","사망자수[명]","명","9","4","5","10","8","6","4","3","5","2","2",
"금","16시-18시","6월","부상자수[명]","명","580","510","458","448","445","674","702","551","570","571","504",
"금","16시-18시","7월","사고건수[건]","건","334","260","381","443","468","313","379","374","465","454","453",
"금","16시-18시","7월","사망자수[명]","명","3","8","7","11","13","2","5","3","1","3","3",
"금","16시-18시","7월","부상자수[명]","명","499","368","555","677","650","430","566","554","718","622","670",
"금","16시-18시","8월","사고건수[건]","건","395","357","404","335","309","323","414","501","325","345","350",
"금","16시-18시","8월","사망자수[명]","명","9","6","9","5","5","3","2","6","4","2","3",
"금","16시-18시","8월","부상자수[명]","명","596","494","609","523","441","447","623","734","450","495","506",
"금","16시-18시","9월","사고건수[건]","건","326","286","349","371","376","531","350","348","420","411","456",
"금","16시-18시","9월","사망자수[명]","명","6","7","4","4","8","6","2","1","9","2","2",
"금","16시-18시","9월","부상자수[명]","명","445","398","514","498","505","738","466","553","574","586","664",
"금","16시-18시","10월","사고건수[건]","건","324","329","427","437","308","314","360","390","414","460","381",
"금","16시-18시","10월","사망자수[명]","명","7","11","3","6","2","8","6","5","0","5","6",
"금","16시-18시","10월","부상자수[명]","명","455","468","623","646","445","466","528","563","657","643","511",
"금","16시-18시","11월","사고건수[건]","건","395","371","338","380","353","368","475","534","366","390","395",
"금","16시-18시","11월","사망자수[명]","명","7","11","7","4","5","6","1","4","2","3","7",
"금","16시-18시","11월","부상자수[명]","명","590","517","483","559","508","508","747","753","550","540","534",
"금","16시-18시","12월","사고건수[건]","건","229","260","318","319","400","430","367","375","324","459","451",
"금","16시-18시","12월","사망자수[명]","명","4","3","6","4","9","10","10","3","4","4","2",
"금","16시-18시","12월","부상자수[명]","명","347","345","476","466","556","605","547","542","471","620","625",
"금","18시-20시","전체","사고건수[건]","건","4682","4295","4791","4896","4944","4791","4910","5410","4967","5177","4821",
"금","18시-20시","전체","사망자수[명]","명","121","77","99","81","65","79","55","50","54","52","39",
"금","18시-20시","전체","부상자수[명]","명","6867","6269","6975","7017","7102","6877","7005","7772","7200","7140","6721",
"금","18시-20시","1월","사고건수[건]","건","394","341","394","400","438","310","417","396","451","488","468",
"금","18시-20시","1월","사망자수[명]","명","7","6","10","6","10","4","6","4","4","6","1",
"금","18시-20시","1월","부상자수[명]","명","615","544","613","565","636","465","613","581","682","694","636",
"금","18시-20시","2월","사고건수[건]","건","327","313","369","305","333","348","312","380","416","366","322",
"금","18시-20시","2월","사망자수[명]","명","8","4","8","5","3","9","5","0","7","4","4",
"금","18시-20시","2월","부상자수[명]","명","470","441","535","477","506","499","472","523","593","490","453",
"금","18시-20시","3월","사고건수[건]","건","507","348","335","352","372","439","413","463","311","357","285",
"금","18시-20시","3월","사망자수[명]","명","11","7","7","9","5","7","6","7","2","3","3",
"금","18시-20시","3월","부상자수[명]","명","759","498","502","505","535","663","578","637","455","482","401",
"금","18시-20시","4월","사고건수[건]","건","332","326","330","373","448","314","320","400","311","436","434",
"금","18시-20시","4월","사망자수[명]","명","9","7","9","3","4","4","1","5","3","1","2",
"금","18시-20시","4월","부상자수[명]","명","438","458","461","525","625","433","441","578","445","636","590",
"금","18시-20시","5월","사고건수[건]","건","314","377","412","439","308","300","328","454","446","341","373",
"금","18시-20시","5월","사망자수[명]","명","12","3","8","1","2","4","4","4","6","1","3",
"금","18시-20시","5월","부상자수[명]","명","435","577","583","654","446","404","467","649","632","493","542",
"금","18시-20시","6월","사고건수[건]","건","392","293","311","304","332","380","423","348","364","357","301",
"금","18시-20시","6월","사망자수[명]","명","12","4","2","4","3","5","0","1","4","1","3",
"금","18시-20시","6월","부상자수[명]","명","532","389","412","377","469","537","616","490","514","466","411",
"금","18시-20시","7월","사고건수[건]","건","297","293","361","433","419","324","370","348","428","483","396",
"금","18시-20시","7월","사망자수[명]","명","9","4","1","6","6","0","2","1","3","2","4",
"금","18시-20시","7월","부상자수[명]","명","458","429","556","631","579","466","521","480","617","681","586",
"금","18시-20시","8월","사고건수[건]","건","422","394","400","295","356","348","415","510","331","337","347",
"금","18시-20시","8월","사망자수[명]","명","9","7","5","5","2","6","4","3","7","5","3",
"금","18시-20시","8월","부상자수[명]","명","655","577","604","432","514","487","596","813","469","443","474",
"금","18시-20시","9월","사고건수[건]","건","418","340","425","470","463","564","381","350","444","383","471",
"금","18시-20시","9월","사망자수[명]","명","14","5","16","12","1","9","10","4","7","4","1",
"금","18시-20시","9월","부상자수[명]","명","615","488","636","681","680","802","521","509","606","500","632",
"금","18시-20시","10월","사고건수[건]","건","396","421","611","565","494","443","548","592","590","596","465",
"금","18시-20시","10월","사망자수[명]","명","12","15","11","13","10","16","7","11","6","8","6",
